split,subject_key,site,threshold,min_size_voxels,dice,predicted_voxels,reference_voxels,volume_ratio,recall_voxelwise
train,training_Amsterdam_GE3T_126,Amsterdam,1.6,0,0.5499927017953583,2125,4726,0.44964028776978415,0.3986457892509522
train,training_Amsterdam_GE3T_126,Amsterdam,1.6,2,0.554408728988499,2056,4726,0.43504020313161235,0.3977994075327973
train,training_Amsterdam_GE3T_126,Amsterdam,1.6,3,0.5550947867298578,2026,4726,0.4286923402454507,0.396529834955565
train,training_Amsterdam_GE3T_126,Amsterdam,1.6,5,0.5545468075606489,1993,4726,0.42170969107067285,0.394202285230639
train,training_Amsterdam_GE3T_132,Amsterdam,1.05,0,0.18075617411725742,120472,12381,9.730393344640982,0.9697924238752927
train,training_Amsterdam_GE3T_132,Amsterdam,1.05,2,0.1810751099012962,120238,12381,9.71149341733301,0.9697924238752927
train,training_Amsterdam_GE3T_132,Amsterdam,1.05,3,0.1812828855488537,120086,12381,9.69921654147484,0.9697924238752927
train,training_Amsterdam_GE3T_132,Amsterdam,1.05,5,0.18157064736448003,119832,12381,9.678701235764478,0.9694693481948147
train,training_Amsterdam_GE3T_132,Amsterdam,1.1,0,0.22818281257430922,92754,12381,7.491640416767628,0.9688231968338583
train,training_Amsterdam_GE3T_132,Amsterdam,1.1,2,0.22892095118134279,92415,12381,7.464259752847105,0.9688231968338583
train,training_Amsterdam_GE3T_132,Amsterdam,1.1,3,0.2295386264041181,92133,12381,7.441482917373395,0.9688231968338583
train,training_Amsterdam_GE3T_132,Amsterdam,1.1,5,0.22996488939199172,91861,12381,7.41951377110088,0.9680962765527825
train,training_Amsterdam_GE3T_132,Amsterdam,1.15,0,0.2912552891396333,69863,12381,5.642759066311283,0.9673693562717066
train,training_Amsterdam_GE3T_132,Amsterdam,1.15,2,0.29281531559065516,69418,12381,5.606816896858089,0.9672885873515871
train,training_Amsterdam_GE3T_132,Amsterdam,1.15,3,0.2941588354523678,69024,12381,5.574993942330991,0.9670462805912285
train,training_Amsterdam_GE3T_132,Amsterdam,1.15,5,0.29578631200326316,68522,12381,5.534447944430983,0.9664001292302722
train,training_Amsterdam_GE3T_132,Amsterdam,1.2,0,0.37144772326926373,51768,12381,4.181245456748243,0.9622809143041757
train,training_Amsterdam_GE3T_132,Amsterdam,1.2,2,0.37442046865423,51248,12381,4.1392456182860835,0.9621193764639366
train,training_Amsterdam_GE3T_132,Amsterdam,1.2,3,0.37682994381577906,50804,12381,4.103384217753009,0.9615539940230999
train,training_Amsterdam_GE3T_132,Amsterdam,1.2,5,0.38021149484042044,50221,12381,4.056295937323318,0.9612309183426218
train,training_Amsterdam_GE3T_132,Amsterdam,1.25,0,0.46431095406360423,38559,12381,3.114368790889266,0.9551732493336564
train,training_Amsterdam_GE3T_132,Amsterdam,1.25,2,0.46880142758005355,38054,12381,3.073580486228899,0.9548501736531783
train,training_Amsterdam_GE3T_132,Amsterdam,1.25,3,0.4720385207088769,37670,12381,3.0425652209029965,0.9541232533721025
train,training_Amsterdam_GE3T_132,Amsterdam,1.25,5,0.47597549177684617,37235,12381,3.0074307406509977,0.9537194087715047
train,training_Amsterdam_GE3T_132,Amsterdam,1.3,0,0.5628218083826573,29181,12381,2.3569178580082384,0.9446732897181165
train,training_Amsterdam_GE3T_132,Amsterdam,1.3,2,0.5676548425474057,28806,12381,2.326629512963412,0.9441886761973992
train,training_Amsterdam_GE3T_132,Amsterdam,1.3,3,0.5707790461756582,28528,12381,2.3041757531701803,0.9429771423956061
train,training_Amsterdam_GE3T_132,Amsterdam,1.3,5,0.5754614549402823,28143,12381,2.273079718924158,0.9417656085938131
train,training_Amsterdam_GE3T_132,Amsterdam,1.35,0,0.6518199097846747,22868,12381,1.847023665293595,0.9278733543332526
train,training_Amsterdam_GE3T_132,Amsterdam,1.35,2,0.6567164179104478,22593,12381,1.824812212260722,0.9275502786527744
train,training_Amsterdam_GE3T_132,Amsterdam,1.35,3,0.659762973190657,22383,12381,1.807850739035619,0.9262579759308618
train,training_Amsterdam_GE3T_132,Amsterdam,1.35,5,0.6641914430746918,22094,12381,1.7845085211210727,0.9247233664485905
train,training_Amsterdam_GE3T_132,Amsterdam,1.4,0,0.7298138660094688,18457,12381,1.490751958646313,0.9088926581051612
train,training_Amsterdam_GE3T_132,Amsterdam,1.4,2,0.7350432935794805,18224,12381,1.4719328002584606,0.9084888135045635
train,training_Amsterdam_GE3T_132,Amsterdam,1.4,3,0.7380616364173422,18088,12381,1.4609482271222034,0.9081657378240853
train,training_Amsterdam_GE3T_132,Amsterdam,1.4,5,0.7411415374463873,17929,12381,1.4481059688231968,0.9071965107826508
train,training_Amsterdam_GE3T_132,Amsterdam,1.5,0,0.8247103050032942,13422,12381,1.084080445844439,0.8593813100718843
train,training_Amsterdam_GE3T_132,Amsterdam,1.5,2,0.8271571334136952,13336,12381,1.0771343187141589,0.8590582343914062
train,training_Amsterdam_GE3T_132,Amsterdam,1.5,3,0.828895559627305,13270,12381,1.0718035699862694,0.8586543897908085
train,training_Amsterdam_GE3T_132,Amsterdam,1.5,5,0.8310184279510153,13178,12381,1.0643728293352719,0.8577659316694936
train,training_Amsterdam_GE3T_132,Amsterdam,1.6,0,0.835254003193923,10788,12381,0.871335110249576,0.7815200710766497
train,training_Amsterdam_GE3T_132,Amsterdam,1.6,2,0.8362236733987805,10742,12381,0.8676197399240773,0.7808739197156934
train,training_Amsterdam_GE3T_132,Amsterdam,1.6,3,0.8365288898506816,10724,12381,0.8661658993619256,0.7805508440352152
train,training_Amsterdam_GE3T_132,Amsterdam,1.6,5,0.8368923611111111,10659,12381,0.8609159195541556,0.7786931588724659
train,training_Amsterdam_GE3T_137,Amsterdam,1.05,0,0.03511202541388527,140362,2552,55.00078369905956,0.9831504702194357
train,training_Amsterdam_GE3T_137,Amsterdam,1.05,2,0.03515876797174967,140172,2552,54.926332288401255,0.9831504702194357
train,training_Amsterdam_GE3T_137,Amsterdam,1.05,3,0.03519082149319046,140042,2552,54.875391849529784,0.9831504702194357
train,training_Amsterdam_GE3T_137,Amsterdam,1.05,5,0.035162859931331315,139871,2552,54.8083855799373,0.9811912225705329
train,training_Amsterdam_GE3T_137,Amsterdam,1.1,0,0.04883764071821209,99869,2552,39.133620689655174,0.9800156739811913
train,training_Amsterdam_GE3T_137,Amsterdam,1.1,2,0.04895673204022285,99579,2552,39.01998432601881,0.9796238244514106
train,training_Amsterdam_GE3T_137,Amsterdam,1.1,3,0.0490069995974986,99311,2552,38.914968652037615,0.9780564263322884
train,training_Amsterdam_GE3T_137,Amsterdam,1.1,5,0.049041225341575775,99036,2552,38.807210031347964,0.9760971786833855
train,training_Amsterdam_GE3T_137,Amsterdam,1.15,0,0.07206601913386401,65913,2552,25.827978056426332,0.966692789968652
train,training_Amsterdam_GE3T_137,Amsterdam,1.15,2,0.07244437254584761,65445,2552,25.644592476489027,0.9651253918495298
train,training_Amsterdam_GE3T_137,Amsterdam,1.15,3,0.07261966412665533,65033,2552,25.483150470219435,0.9615987460815048
train,training_Amsterdam_GE3T_137,Amsterdam,1.15,5,0.07299813780260708,64573,2552,25.302899686520377,0.9600313479623824
train,training_Amsterdam_GE3T_137,Amsterdam,1.2,0,0.10943334956973534,40561,2552,15.893808777429467,0.924373040752351
train,training_Amsterdam_GE3T_137,Amsterdam,1.2,2,0.11064889891654328,39997,2552,15.672805642633229,0.9224137931034483
train,training_Amsterdam_GE3T_137,Amsterdam,1.2,3,0.11159961025689774,39527,2552,15.488636363636363,0.9200626959247649
train,training_Amsterdam_GE3T_137,Amsterdam,1.2,5,0.11137909411026964,38910,2552,15.246865203761756,0.9047805642633229
train,training_Amsterdam_GE3T_137,Amsterdam,1.25,0,0.17143961352657006,23323,2552,9.1391065830721,0.8691222570532915
train,training_Amsterdam_GE3T_137,Amsterdam,1.25,2,0.17404339250493098,22798,2552,8.933385579937305,0.8644200626959248
train,training_Amsterdam_GE3T_137,Amsterdam,1.25,3,0.1759749638902263,22372,2552,8.766457680250785,0.8593260188087775
train,training_Amsterdam_GE3T_137,Amsterdam,1.25,5,0.1756784581806202,21731,2552,8.515282131661442,0.8358150470219435
train,training_Amsterdam_GE3T_137,Amsterdam,1.3,0,0.2601378213623112,12540,2552,4.913793103448276,0.7692006269592476
train,training_Amsterdam_GE3T_137,Amsterdam,1.3,2,0.26720647773279355,12021,2552,4.710423197492163,0.7629310344827587
train,training_Amsterdam_GE3T_137,Amsterdam,1.3,3,0.27143564006503146,11595,2552,4.543495297805642,0.7523510971786834
train,training_Amsterdam_GE3T_137,Amsterdam,1.3,5,0.27595829049787046,11066,2552,4.336206896551724,0.7362852664576802
train,training_Amsterdam_GE3T_137,Amsterdam,1.35,0,0.37637149506815915,6471,2552,2.5356583072100314,0.6653605015673981
train,training_Amsterdam_GE3T_137,Amsterdam,1.35,2,0.3910575697903394,6081,2552,2.3828369905956115,0.6614420062695925
train,training_Amsterdam_GE3T_137,Amsterdam,1.35,3,0.40062673255393516,5745,2552,2.251175548589342,0.6512539184952978
train,training_Amsterdam_GE3T_137,Amsterdam,1.35,5,0.4015218769816106,5333,2552,2.0897335423197494,0.6202978056426333
train,training_Amsterdam_GE3T_137,Amsterdam,1.4,0,0.4739449854775329,3301,2552,1.2934952978056427,0.5434952978056427
train,training_Amsterdam_GE3T_137,Amsterdam,1.4,2,0.4876829703677258,3050,2552,1.195141065830721,0.5352664576802508
train,training_Amsterdam_GE3T_137,Amsterdam,1.4,3,0.49851521900519674,2836,2552,1.1112852664576802,0.5262539184952978
train,training_Amsterdam_GE3T_137,Amsterdam,1.4,5,0.4967829986352115,2577,2552,1.009796238244514,0.4992163009404389
train,training_Amsterdam_GE3T_137,Amsterdam,1.5,0,0.4637912673056443,1204,2552,0.4717868338557994,0.3413009404388715
train,training_Amsterdam_GE3T_137,Amsterdam,1.5,2,0.46078431372549017,1120,2552,0.438871473354232,0.33150470219435735
train,training_Amsterdam_GE3T_137,Amsterdam,1.5,3,0.4533406957482054,1070,2552,0.41927899686520376,0.32170846394984326
train,training_Amsterdam_GE3T_137,Amsterdam,1.5,5,0.4441325098259405,1010,2552,0.3957680250783699,0.30995297805642635
train,training_Amsterdam_GE3T_137,Amsterdam,1.6,0,0.3235757003462386,625,2552,0.24490595611285265,0.20141065830721003
train,training_Amsterdam_GE3T_137,Amsterdam,1.6,2,0.3178220955998734,607,2552,0.2378526645768025,0.19670846394984326
train,training_Amsterdam_GE3T_137,Amsterdam,1.6,3,0.30464,573,2552,0.22452978056426331,0.1865203761755486
train,training_Amsterdam_GE3T_137,Amsterdam,1.6,5,0.2864549578742709,534,2552,0.20924764890282133,0.1731974921630094
train,training_Amsterdam_GE3T_144,Amsterdam,1.05,0,0.00746769135959109,164881,632,260.8876582278481,0.9778481012658228
train,training_Amsterdam_GE3T_144,Amsterdam,1.05,2,0.007473968096556895,164742,632,260.6677215189873,0.9778481012658228
train,training_Amsterdam_GE3T_144,Amsterdam,1.05,3,0.0074783092728614815,164646,632,260.51582278481015,0.9778481012658228
train,training_Amsterdam_GE3T_144,Amsterdam,1.05,5,0.007459704276009058,164522,632,260.31962025316454,0.9746835443037974
train,training_Amsterdam_GE3T_144,Amsterdam,1.1,0,0.009537464156588954,127704,632,202.0632911392405,0.9683544303797469
train,training_Amsterdam_GE3T_144,Amsterdam,1.1,2,0.009537635415691048,127492,632,201.72784810126583,0.9667721518987342
train,training_Amsterdam_GE3T_144,Amsterdam,1.1,3,0.00954896383583909,127340,632,201.4873417721519,0.9667721518987342
train,training_Amsterdam_GE3T_144,Amsterdam,1.1,5,0.009558823529411765,127208,632,201.27848101265823,0.9667721518987342
train,training_Amsterdam_GE3T_144,Amsterdam,1.15,0,0.012822024722064389,92645,632,146.59018987341773,0.9462025316455697
train,training_Amsterdam_GE3T_144,Amsterdam,1.15,2,0.01284492496369211,92323,632,146.08069620253164,0.944620253164557
train,training_Amsterdam_GE3T_144,Amsterdam,1.15,3,0.012818161219667461,92049,632,145.64715189873417,0.939873417721519
train,training_Amsterdam_GE3T_144,Amsterdam,1.15,5,0.012651920535540198,91686,632,145.0727848101266,0.9240506329113924
train,training_Amsterdam_GE3T_144,Amsterdam,1.2,0,0.018193857602320743,62796,632,99.36075949367088,0.9129746835443038
train,training_Amsterdam_GE3T_144,Amsterdam,1.2,2,0.018218237314002288,62272,632,98.53164556962025,0.9066455696202531
train,training_Amsterdam_GE3T_144,Amsterdam,1.2,3,0.017812599936040934,61908,632,97.95569620253164,0.8813291139240507
train,training_Amsterdam_GE3T_144,Amsterdam,1.2,5,0.017637764808306193,61394,632,97.14240506329114,0.865506329113924
train,training_Amsterdam_GE3T_144,Amsterdam,1.25,0,0.025908512097169163,40204,632,63.61392405063291,0.8370253164556962
train,training_Amsterdam_GE3T_144,Amsterdam,1.25,2,0.025901712694822145,39597,632,62.653481012658226,0.8243670886075949
train,training_Amsterdam_GE3T_144,Amsterdam,1.25,3,0.026038125456422655,39079,632,61.83386075949367,0.8180379746835443
train,training_Amsterdam_GE3T_144,Amsterdam,1.25,5,0.02584442169907881,38448,632,60.835443037974684,0.7990506329113924
train,training_Amsterdam_GE3T_144,Amsterdam,1.3,0,0.038619219416202034,23760,632,37.59493670886076,0.745253164556962
train,training_Amsterdam_GE3T_144,Amsterdam,1.3,2,0.03904080774084981,23138,632,36.610759493670884,0.7341772151898734
train,training_Amsterdam_GE3T_144,Amsterdam,1.3,3,0.03954026931983875,22686,632,35.89556962025316,0.7294303797468354
train,training_Amsterdam_GE3T_144,Amsterdam,1.3,5,0.038111164899001015,22091,632,34.95411392405063,0.685126582278481
train,training_Amsterdam_GE3T_144,Amsterdam,1.35,0,0.059276648815200644,12999,632,20.568037974683545,0.6392405063291139
train,training_Amsterdam_GE3T_144,Amsterdam,1.35,2,0.06070336391437309,12448,632,19.696202531645568,0.6281645569620253
train,training_Amsterdam_GE3T_144,Amsterdam,1.35,3,0.0607306658231852,12014,632,19.009493670886076,0.6075949367088608
train,training_Amsterdam_GE3T_144,Amsterdam,1.35,5,0.057053343226976666,11497,632,18.19145569620253,0.5474683544303798
train,training_Amsterdam_GE3T_144,Amsterdam,1.4,0,0.09178407030269214,6537,632,10.343354430379748,0.5205696202531646
train,training_Amsterdam_GE3T_144,Amsterdam,1.4,2,0.09572240502542627,6054,632,9.579113924050633,0.5063291139240507
train,training_Amsterdam_GE3T_144,Amsterdam,1.4,3,0.09108099590293098,5714,632,9.041139240506329,0.4572784810126582
train,training_Amsterdam_GE3T_144,Amsterdam,1.4,5,0.08939674004369014,5319,632,8.416139240506329,0.4208860759493671
train,training_Amsterdam_GE3T_144,Amsterdam,1.5,0,0.20586865393572426,1515,632,2.3971518987341773,0.34968354430379744
train,training_Amsterdam_GE3T_144,Amsterdam,1.5,2,0.22094841063053675,1287,632,2.036392405063291,0.33544303797468356
train,training_Amsterdam_GE3T_144,Amsterdam,1.5,3,0.21859154929577465,1143,632,1.8085443037974684,0.3069620253164557
train,training_Amsterdam_GE3T_144,Amsterdam,1.5,5,0.23133414932680538,1002,632,1.5854430379746836,0.2990506329113924
train,training_Amsterdam_GE3T_144,Amsterdam,1.6,0,0.26078234704112335,365,632,0.5775316455696202,0.20569620253164558
train,training_Amsterdam_GE3T_144,Amsterdam,1.6,2,0.2703862660944206,300,632,0.47468354430379744,0.19936708860759494
train,training_Amsterdam_GE3T_144,Amsterdam,1.6,3,0.27149321266968324,252,632,0.3987341772151899,0.189873417721519
train,training_Amsterdam_GE3T_144,Amsterdam,1.6,5,0.27817745803357313,202,632,0.31962025316455694,0.18354430379746836
train,training_Singapore_Singapore_50,Singapore,1.05,0,0.11072467224463568,142390,8561,16.632402756687302,0.9761710080598061
train,training_Singapore_Singapore_50,Singapore,1.05,2,0.11087230514096186,142189,8561,16.60892419109917,0.9761710080598061
train,training_Singapore_Singapore_50,Singapore,1.05,3,0.11095915874448989,142071,8561,16.595140754584744,0.9761710080598061
train,training_Singapore_Singapore_50,Singapore,1.05,5,0.11103508294082867,141968,8561,16.583109449830626,0.9761710080598061
train,training_Singapore_Singapore_50,Singapore,1.1,0,0.14827261250689,103921,8561,12.138885644200444,0.974068449947436
train,training_Singapore_Singapore_50,Singapore,1.1,2,0.14878716779816759,103532,8561,12.093447027216447,0.974068449947436
train,training_Singapore_Singapore_50,Singapore,1.1,3,0.14913574947912475,103270,8561,12.06284312580306,0.974068449947436
train,training_Singapore_Singapore_50,Singapore,1.1,5,0.14944980106813865,103035,8561,12.03539306155823,0.974068449947436
train,training_Singapore_Singapore_50,Singapore,1.15,0,0.2082930078807456,71000,8561,8.293423665459642,0.9678775843943465
train,training_Singapore_Singapore_50,Singapore,1.15,2,0.20976418617014544,70442,8561,8.22824436397617,0.9678775843943465
train,training_Singapore_Singapore_50,Singapore,1.15,3,0.2106681925106491,70084,8561,8.18642681929681,0.9676439668263054
train,training_Singapore_Singapore_50,Singapore,1.15,5,0.21197578735874892,69580,8561,8.12755519215045,0.9674103492582642
train,training_Singapore_Singapore_50,Singapore,1.2,0,0.3006514051740182,45169,8561,5.2761359654246,0.9434645485340497
train,training_Singapore_Singapore_50,Singapore,1.2,2,0.3051251039383173,44355,8561,5.181053615231866,0.9429973133979676
train,training_Singapore_Singapore_50,Singapore,1.2,3,0.3087790497339102,43677,8561,5.101857259665927,0.942062843125803
train,training_Singapore_Singapore_50,Singapore,1.2,5,0.31360186806771745,42829,8561,5.002803410816494,0.9412451816376591
train,training_Singapore_Singapore_50,Singapore,1.25,0,0.41738405998333794,27449,8561,3.206284312580306,0.8778180119144959
train,training_Singapore_Singapore_50,Singapore,1.25,2,0.428151656063675,26492,8561,3.094498306272632,0.8765331152902698
train,training_Singapore_Singapore_50,Singapore,1.25,3,0.4360950359147352,25826,8561,3.01670365611494,0.8758322625861464
train,training_Singapore_Singapore_50,Singapore,1.25,5,0.44706798909297935,24812,8561,2.8982595491180936,0.8713935287933653
train,training_Singapore_Singapore_50,Singapore,1.3,0,0.5340110391931064,16622,8561,1.9415956079897208,0.7854222637542343
train,training_Singapore_Singapore_50,Singapore,1.3,2,0.5514862867465922,15795,8561,1.8449947436047192,0.7844877934820699
train,training_Singapore_Singapore_50,Singapore,1.3,3,0.563688372875652,15211,8561,1.776778413736713,0.7826188529377409
train,training_Singapore_Singapore_50,Singapore,1.3,5,0.5809660950386176,14356,8561,1.6769069033991355,0.777596075224857
train,training_Singapore_Singapore_50,Singapore,1.35,0,0.6066484899328859,10511,8561,1.2277771288400887,0.67573881555893
train,training_Singapore_Singapore_50,Singapore,1.35,2,0.6251758848360213,9917,8561,1.158392711131877,0.674687536502745
train,training_Singapore_Singapore_50,Singapore,1.35,3,0.6380075438207233,9467,8561,1.1058287583226258,0.671767316902231
train,training_Singapore_Singapore_50,Singapore,1.35,5,0.6513881762727325,8980,8561,1.048942880504614,0.6673285831094499
train,training_Singapore_Singapore_50,Singapore,1.4,0,0.6202491216863621,7094,8561,0.8286415138418409,0.5671066464198108
train,training_Singapore_Singapore_50,Singapore,1.4,2,0.6339929236011008,6701,8561,0.7827356617217615,0.5651208970914613
train,training_Singapore_Singapore_50,Singapore,1.4,3,0.6431142514331423,6441,8561,0.7523653778764163,0.5634855741151734
train,training_Singapore_Singapore_50,Singapore,1.4,5,0.6489232019504266,6205,8561,0.7247985048475646,0.5596308842424951
train,training_Singapore_Singapore_50,Singapore,1.5,0,0.52595772252369,3786,8561,0.4422380563018339,0.37927812171475295
train,training_Singapore_Singapore_50,Singapore,1.5,2,0.528338922057741,3666,8561,0.4282210022193669,0.37729237238640345
train,training_Singapore_Singapore_50,Singapore,1.5,3,0.5302394470501111,3592,8561,0.4195771522018456,0.376357902114239
train,training_Singapore_Singapore_50,Singapore,1.5,5,0.5297673263227622,3516,8561,0.41069968461628314,0.37367130008176613
train,training_Singapore_Singapore_50,Singapore,1.6,0,0.3432537795949415,1956,8561,0.22847798154421212,0.21083985515710782
train,training_Singapore_Singapore_50,Singapore,1.6,2,0.342633288744506,1905,8561,0.22252073355916366,0.2094381497488611
train,training_Singapore_Singapore_50,Singapore,1.6,3,0.34055193560751246,1875,8561,0.2190164700385469,0.20756920920453217
train,training_Singapore_Singapore_50,Singapore,1.6,5,0.3384378310700183,1822,8561,0.21282560448545731,0.205233033524121
train,training_Singapore_Singapore_51,Singapore,1.05,0,0.15755743315309634,98955,8866,11.161177532145274,0.958041958041958
train,training_Singapore_Singapore_51,Singapore,1.05,2,0.15816032026813145,98544,8866,11.11482066320776,0.958041958041958
train,training_Singapore_Singapore_51,Singapore,1.05,3,0.15854705640795907,98282,8866,11.085269569140538,0.958041958041958
train,training_Singapore_Singapore_51,Singapore,1.05,5,0.15887990416292302,97982,8866,11.051432438529213,0.9573652154297315
train,training_Singapore_Singapore_51,Singapore,1.1,0,0.2413857275785556,60989,8866,6.878975862846831,0.95093616061358
train,training_Singapore_Singapore_51,Singapore,1.1,2,0.24421400225936332,60180,8866,6.787728400631626,0.95093616061358
train,training_Singapore_Singapore_51,Singapore,1.1,3,0.24594421101774042,59678,8866,6.731107602075344,0.9507105797428378
train,training_Singapore_Singapore_51,Singapore,1.1,5,0.24790856604218217,59030,8866,6.658019399954884,0.9492443040830137
train,training_Singapore_Singapore_51,Singapore,1.15,0,0.37032880709235777,35689,8866,4.025377847958493,0.9305210918114144
train,training_Singapore_Singapore_51,Singapore,1.15,2,0.3782791306143995,34705,8866,3.9143920595533497,0.9295059778930747
train,training_Singapore_Singapore_51,Singapore,1.15,3,0.3829816929912303,34123,8866,3.848748026167381,0.9284908639747349
train,training_Singapore_Singapore_51,Singapore,1.15,5,0.3897564911947596,33268,8866,3.7523122039251073,0.9261222648319423
train,training_Singapore_Singapore_51,Singapore,1.2,0,0.5247641908110484,20713,8866,2.336228287841191,0.875366568914956
train,training_Singapore_Singapore_51,Singapore,1.2,2,0.539095939033302,19871,8866,2.2412587412587412,0.8736747123843898
train,training_Singapore_Singapore_51,Singapore,1.2,3,0.5481229394873977,19343,8866,2.1817053913828106,0.8719828558538236
train,training_Singapore_Singapore_51,Singapore,1.2,5,0.5580956528049931,18692,8866,2.1082788179562373,0.8673584480036093
train,training_Singapore_Singapore_51,Singapore,1.25,0,0.6554920872740894,12492,8866,1.408978118655538,0.7895330475975637
train,training_Singapore_Singapore_51,Singapore,1.25,2,0.6736121159504173,11867,8866,1.3384840965486127,0.7876156101962554
train,training_Singapore_Singapore_51,Singapore,1.25,3,0.6833701793171211,11489,8866,1.2958493119783443,0.7844574780058651
train,training_Singapore_Singapore_51,Singapore,1.25,5,0.6954641456300915,11020,8866,1.2429505977893074,0.7799458605910219
train,training_Singapore_Singapore_51,Singapore,1.3,0,0.6959813628421666,8304,8866,0.9366117753214528,0.6739228513422062
train,training_Singapore_Singapore_51,Singapore,1.3,2,0.7094429550193625,7919,8866,0.8931874577035868,0.6715542521994134
train,training_Singapore_Singapore_51,Singapore,1.3,3,0.7183465664585732,7633,8866,0.8609293931874578,0.6683961200090233
train,training_Singapore_Singapore_51,Singapore,1.3,5,0.7253356324670526,7372,8866,0.8314910895556057,0.6642228739002932
train,training_Singapore_Singapore_51,Singapore,1.35,0,0.6676073372303971,6017,8866,0.6786600496277916,0.5603428829235281
train,training_Singapore_Singapore_51,Singapore,1.35,2,0.6751296751296751,5786,8866,0.652605459057072,0.5578614933453643
train,training_Singapore_Singapore_51,Singapore,1.35,3,0.6786402422240573,5666,8866,0.6390706068125422,0.5561696368147981
train,training_Singapore_Singapore_51,Singapore,1.35,5,0.6808362853372231,5531,8866,0.6238438980374464,0.5527859237536656
train,training_Singapore_Singapore_51,Singapore,1.4,0,0.5914180506500338,4441,8866,0.5009023234829686,0.4438303631852019
train,training_Singapore_Singapore_51,Singapore,1.4,2,0.5932499051952976,4319,8866,0.48714189036769684,0.44112339273629597
train,training_Singapore_Singapore_51,Singapore,1.4,3,0.5946522434676621,4261,8866,0.48060004511617416,0.4402210692533273
train,training_Singapore_Singapore_51,Singapore,1.4,5,0.5946648322250249,4217,8866,0.4756372659598466,0.4387547935935033
train,training_Singapore_Singapore_51,Singapore,1.5,0,0.36896707262065853,2219,8866,0.2502819760884277,0.23065644033385968
train,training_Singapore_Singapore_51,Singapore,1.5,2,0.36831145314622,2179,8866,0.2457703586735845,0.2294157455447778
train,training_Singapore_Singapore_51,Singapore,1.5,3,0.36631234668847096,2141,8866,0.24148432212948343,0.22738551770809837
train,training_Singapore_Singapore_51,Singapore,1.5,5,0.3643982873280496,2111,8866,0.238100609068351,0.22558087074216107
train,training_Singapore_Singapore_51,Singapore,1.6,0,0.10944432706528628,600,8866,0.06767426122264832,0.05842544552221972
train,training_Singapore_Singapore_51,Singapore,1.6,2,0.10193246973879805,552,8866,0.06226032032483646,0.054139408978118655
train,training_Singapore_Singapore_51,Singapore,1.6,3,0.09795570698466781,526,8866,0.05932776900518836,0.05188360027069704
train,training_Singapore_Singapore_51,Singapore,1.6,5,0.09444444444444444,494,8866,0.05571847507331378,0.04985337243401759
train,training_Singapore_Singapore_52,Singapore,1.05,0,0.0265214381625147,118255,1648,71.75667475728156,0.9648058252427184
train,training_Singapore_Singapore_52,Singapore,1.05,2,0.02657840629858081,117998,1648,71.60072815533981,0.9648058252427184
train,training_Singapore_Singapore_52,Singapore,1.05,3,0.026606425702811246,117872,1648,71.52427184466019,0.9648058252427184
train,training_Singapore_Singapore_52,Singapore,1.05,5,0.026564320012067072,117685,1648,71.41080097087378,0.9617718446601942
train,training_Singapore_Singapore_52,Singapore,1.1,0,0.03761104673619158,81200,1648,49.271844660194176,0.9453883495145631
train,training_Singapore_Singapore_52,Singapore,1.1,2,0.03773264419693771,80774,1648,49.01334951456311,0.9435679611650486
train,training_Singapore_Singapore_52,Singapore,1.1,3,0.03779600379663657,80530,1648,48.86529126213592,0.9423543689320388
train,training_Singapore_Singapore_52,Singapore,1.1,5,0.03772248079060847,80213,1648,48.67293689320388,0.9368932038834952
train,training_Singapore_Singapore_52,Singapore,1.15,0,0.057717063423444195,50399,1648,30.581917475728154,0.9114077669902912
train,training_Singapore_Singapore_52,Singapore,1.15,2,0.05802001360147673,49817,1648,30.22876213592233,0.9059466019417476
train,training_Singapore_Singapore_52,Singapore,1.15,3,0.05825432509041149,49507,1648,30.040655339805824,0.904126213592233
train,training_Singapore_Singapore_52,Singapore,1.15,5,0.0584647573179638,49015,1648,29.742111650485437,0.8986650485436893
train,training_Singapore_Singapore_52,Singapore,1.2,0,0.09336707511987213,28384,1648,17.223300970873787,0.8507281553398058
train,training_Singapore_Singapore_52,Singapore,1.2,2,0.09501074242062545,27675,1648,16.793082524271846,0.8452669902912622
train,training_Singapore_Singapore_52,Singapore,1.2,3,0.09568382735309412,27197,1648,16.503033980582526,0.837378640776699
train,training_Singapore_Singapore_52,Singapore,1.2,5,0.09641358394752618,26709,1648,16.206917475728154,0.8294902912621359
train,training_Singapore_Singapore_52,Singapore,1.25,0,0.15057043499481423,14743,1648,8.945995145631068,0.7487864077669902
train,training_Singapore_Singapore_52,Singapore,1.25,2,0.15625399258975342,14006,1648,8.49878640776699,0.7421116504854369
train,training_Singapore_Singapore_52,Singapore,1.25,3,0.15878644602048858,13580,1648,8.240291262135923,0.7336165048543689
train,training_Singapore_Singapore_52,Singapore,1.25,5,0.16225773546412786,13057,1648,7.922936893203883,0.7239077669902912
train,training_Singapore_Singapore_52,Singapore,1.3,0,0.22711445580141526,7255,1648,4.402305825242719,0.6134708737864077
train,training_Singapore_Singapore_52,Singapore,1.3,2,0.2390733221877239,6726,1648,4.081310679611651,0.6074029126213593
train,training_Singapore_Singapore_52,Singapore,1.3,3,0.2449938195302843,6442,1648,3.908980582524272,0.6013349514563107
train,training_Singapore_Singapore_52,Singapore,1.3,5,0.25274016763378465,6107,1648,3.7057038834951457,0.5946601941747572
