subject_key,site,method,runtime_s,ssim,cnr_before,cnr_after,n_lesions,retention_mean,retention_median,lesions_below_half_retention,fraction_below_half_retention,small_lesion_threshold,retention_small,n_small_lesions,small_lesions_below_half,retention_2_to_3vox,retention_4_to_5vox,retention_6_to_10vox,retention_11_to_20vox,retention_21_to_50vox,retention_over_50vox,retention_1_to_1vox
training_Singapore_Singapore_54,Singapore,curvature_anisotropic_diffusion,2.1862399578094482,0.9826164425551293,5.430756445425943,5.571374258089277,18,0.694288332392881,0.7341865182267491,5,0.2777777777777778,10,0.5654652550742312,11,5,0.4760627367595699,0.6347147581699315,0.7462550975533504,0.8738502748153006,0.9355055192687479,0.9230827793626821,0.44314965240219834
training_Singapore_Singapore_55,Singapore,curvature_anisotropic_diffusion,2.288888454437256,0.9817347593171195,6.493649244022363,7.199082809829362,33,0.574170699353327,0.6803613048616938,10,0.30303030303030304,10,0.4642083724638743,25,10,0.29617213828507144,0.4724429662881849,0.8094179154773049,0.8735962739327696,0.9035584645076724,0.9383345509379449,0.5022920573834548
training_Singapore_Singapore_57,Singapore,curvature_anisotropic_diffusion,2.16160249710083,0.9868625939436304,5.702222422848803,6.560261777788021,40,0.7371437913368892,0.7528580567672762,2,0.05,10,0.682502645758447,28,2,0.6086254540106498,0.7566762538247866,0.7186819227282003,0.8111232676124084,0.8718568464280806,0.9442112828215632,0.5971950838733956
training_Singapore_Singapore_58,Singapore,curvature_anisotropic_diffusion,2.5892813205718994,0.974126835201715,5.04662026941416,5.291615264253271,22,0.7186876709297273,0.7503270267247342,3,0.13636363636363635,10,0.5797429711665355,12,3,0.3440594425386271,0.6406819098221008,0.6829531007855844,0.8516589315646318,0.9216526936074377,0.915480183905051,0.4181171985952995
training_Singapore_Singapore_59,Singapore,curvature_anisotropic_diffusion,2.0535123348236084,0.9819198270911624,5.435302258545436,6.412666489281159,63,0.6131127633564913,0.6242669309851846,14,0.2222222222222222,10,0.5620244534223025,52,14,0.5277945629586979,0.6681587523390065,0.6586073369168108,0.8348797858688585,0.8301501183341622,0.8915333368716511,0.425157351385216
training_Singapore_Singapore_60,Singapore,curvature_anisotropic_diffusion,2.1672916412353516,0.9766700239796731,7.862579047220685,9.382918253286983,37,0.8046975478976514,0.8328490428418017,1,0.02702702702702703,10,0.7616792031131187,23,1,0.7156269424216779,0.7653337732100176,0.8066039844085982,0.824413651406035,0.8789270810364129,0.9452875757392597,0.5499442945460592
training_Singapore_Singapore_61,Singapore,curvature_anisotropic_diffusion,1.8928945064544678,0.9759884342261316,5.341517114384144,6.208918441871834,40,0.39925116200262795,0.638057831801135,14,0.35,10,0.30778526500790715,33,14,-0.08076633634986795,0.6476232015831425,0.7311715670510794,0.7460924360472205,0.8542914358492675,0.9068546636177516,0.24711396803409785
training_Singapore_Singapore_62,Singapore,curvature_anisotropic_diffusion,1.8571984767913818,0.9763868477654076,7.402512012857671,8.902727184948974,82,0.6021338923964781,0.6468447995572687,24,0.2926829268292683,10,0.503609869347662,57,24,0.4542859793207731,0.5346685376360389,0.6159166031426173,0.7560241831249825,0.8456228193553407,0.9517809448839722,0.29060303953269806
training_Singapore_Singapore_64,Singapore,curvature_anisotropic_diffusion,2.1925711631774902,0.9763261940722413,5.223238095649863,6.070871025170188,42,0.5273094318020617,0.48861541043297474,22,0.5238095238095238,10,0.41835619745024616,31,22,0.406343186992559,0.5198074214915469,0.5053723500516316,0.7296326015498548,0.781067816769811,0.9085964658660094,0.3160874808765531
training_Singapore_Singapore_65,Singapore,curvature_anisotropic_diffusion,1.9608747959136963,0.9768852161086703,5.5835588345697325,6.554900216316597,82,0.6052382600231909,0.6773069472296135,20,0.24390243902439024,10,0.536001728080645,60,19,0.49508257891778046,0.5347255505537967,0.7131640171179848,0.7614410598443088,0.8066745838949542,0.9069484969283641,0.33220271532061574
training_Singapore_Singapore_66,Singapore,curvature_anisotropic_diffusion,2.062452793121338,0.9728011111475822,5.598535482651991,6.170950773000938,80,0.6938682244923511,0.7497240652439543,15,0.1875,10,0.603879635743106,53,15,0.45763009955975364,0.6925430449013324,0.7245528326254761,0.8412942819551305,0.880552360465717,0.9203433078339065,0.5275741614312004
