subject_key,site,method,reference_value,reference_voxels,brain_median,brain_p99,nawm_level,lesion_level,lesion_p10,lesion_over_nawm,threshold,dice,recall,predicted_volume_ratio,mean,sd,p_low,p_high,percentile_range
training_Singapore_Singapore_64,Singapore,z_score,,,0.2771478432740088,1.7543878957745525,0.3897450821064525,1.648123716938822,1.1748658013337654,4.228722292097233,,,,,183.21388947409008,55.50595164977023,,,
training_Singapore_Singapore_64,Singapore,percentile,,,0.6776832237257102,1.0,0.702250645233425,0.9768143792894115,0.873554949350515,1.390976834154026,,,,,,,26.198359851837157,280.59285919189455,"[1, 99]"
training_Singapore_Singapore_65,Singapore,wm_referenced,201.75047302246094,140059.0,0.9578574411172841,1.45193163715494,1.0,1.3707795366164321,1.2013175243321337,1.3707795366164321,1.3,0.4117527450183001,0.6713078070611636,2.260732637162274,,,,,
training_Singapore_Singapore_65,Singapore,z_score,,,0.29247547478882313,1.8648825744653263,0.42659553067748796,1.6066133912864384,1.0672950593875807,3.766128043430113,,,,,174.70727555476424,63.39306327178033,,,
training_Singapore_Singapore_65,Singapore,percentile,,,0.6373316493544574,0.9999999999999999,0.6682658135843423,0.9404314196334213,0.8160401662850332,1.4072714786789384,,,,,,,18.077049236297604,292.92789459228527,"[1, 99]"
training_Singapore_Singapore_66,Singapore,wm_referenced,248.04010772705078,148420.0,0.9730382961666062,1.3693800024625427,1.0,1.3783340484221505,1.2165972293843033,1.3783340484221505,1.3,0.3765818569335287,0.7092323130958355,2.7666833918715503,,,,,
training_Singapore_Singapore_66,Singapore,z_score,,,0.28613085000970223,1.6176389724946536,0.3767085688818925,1.6477200483313186,1.1043659555551877,4.373991420534741,,,,,220.22675362179095,73.83254962267665,,,
training_Singapore_Singapore_66,Singapore,percentile,,,0.6836914498588756,1.0,0.7052087853131148,1.0071459582738582,0.8780686042592893,1.428152880748192,,,,,,,28.86134624481201,339.6611633300781,"[1, 99]"
training_Singapore_Singapore_68,Singapore,wm_referenced,312.90032958984375,107893.0,0.9334302014275072,1.6045952577547622,1.0,1.4853645983592503,1.2492036276184475,1.4853645983592503,1.3,0.753822059810575,0.8258169934640522,1.1910130718954248,,,,,
training_Singapore_Singapore_68,Singapore,z_score,,,0.23446623802206873,2.360038173029292,0.4452920166153166,1.9824360600850612,1.234517009743512,4.451991021877377,,,,,268.9052143547942,98.80059285468052,,,
training_Singapore_Singapore_68,Singapore,percentile,,,0.548564743924727,1.0,0.5933405465118026,0.9198037461145894,0.7609584854796606,1.55021218678217,,,,,,,36.87819404602051,502.0783850097653,"[1, 99]"
training_Utrecht_Utrecht_0,Utrecht,wm_referenced,434.923828125,190006.0,0.9164546902295212,1.62923014873294,1.0,1.6994148860926617,1.4073343566581793,1.6994148860926617,1.3,0.527976153511768,0.9685577580314423,2.6689450899977216,,,,,
training_Utrecht_Utrecht_0,Utrecht,z_score,,,0.2872872585186831,2.211742026239248,0.5128550271481894,2.4012369798347697,1.6126355195533753,4.682096991789714,,,,,352.30998053073114,161.08616123674574,,,
training_Utrecht_Utrecht_0,Utrecht,percentile,,,0.5553645680879677,1.0,0.6074808474166888,1.0437818399010195,0.8615795056190889,1.7182135771682348,,,,,,,11.383798561096192,708.5910131835934,"[1, 99]"
training_Utrecht_Utrecht_11,Utrecht,wm_referenced,406.1056823730469,179247.0,0.9749510624680296,1.4206898829970471,1.0,1.4489432130750175,1.2404506528799182,1.4489432130750175,1.3,0.05714062071934562,0.8165548098434005,27.58053691275168,,,,,
training_Utrecht_Utrecht_11,Utrecht,z_score,,,0.2821108482220398,1.5660533546074769,0.3542638538743633,1.647436554282549,1.0468775543239945,4.650309469243223,,,,,356.1596732938835,140.9853377163235,,,
training_Utrecht_Utrecht_11,Utrecht,percentile,,,0.6758179339691179,1.0,0.6940358139180868,1.0205484074868294,0.8689135356668296,1.470454963592526,,,,,,,18.569352645874023,576.9502343749999,"[1, 99]"
training_Utrecht_Utrecht_17,Utrecht,wm_referenced,512.57958984375,173022.0,0.9553447420989309,1.3810851818458072,1.0,1.4899233207876446,1.3286397382075763,1.4899233207876446,1.3,0.13312327688066167,0.9300314465408805,12.97248427672956,,,,,
training_Utrecht_Utrecht_17,Utrecht,z_score,,,0.304243062828244,1.6062159936279454,0.44080499488158276,1.9390580201573948,1.4458306001206829,4.398902105631314,,,,,438.69552757312607,167.61167211926,,,
training_Utrecht_Utrecht_17,Utrecht,percentile,,,0.6732289970958008,1.0,0.7075035034545429,1.0835371613685465,0.9597462476770835,1.5314937043815835,,,,,,,40.091030235290525,707.9160760498047,"[1, 99]"
